"","Province/State","Country/Region","Lat","Long","Date","Value"
"2362",NA,"Cabo Verde","16.5388","-23.0418","2020-02-09","0"
"2363",NA,"Cabo Verde","16.5388","-23.0418","2020-02-08","0"
"2364",NA,"Cabo Verde","16.5388","-23.0418","2020-02-07","0"
"2365",NA,"Cabo Verde","16.5388","-23.0418","2020-02-06","0"
"2366",NA,"Cabo Verde","16.5388","-23.0418","2020-02-05","0"
"2367",NA,"Cabo Verde","16.5388","-23.0418","2020-02-04","0"
"2368",NA,"Cabo Verde","16.5388","-23.0418","2020-02-03","0"
"2369",NA,"Cabo Verde","16.5388","-23.0418","2020-02-02","0"
"2370",NA,"Cabo Verde","16.5388","-23.0418","2020-02-01","0"
"2371",NA,"Cabo Verde","16.5388","-23.0418","2020-01-31","0"
"2372",NA,"Cabo Verde","16.5388","-23.0418","2020-01-30","0"
"2373",NA,"Cabo Verde","16.5388","-23.0418","2020-01-29","0"
"2374",NA,"Cabo Verde","16.5388","-23.0418","2020-01-28","0"
"2375",NA,"Cabo Verde","16.5388","-23.0418","2020-01-27","0"
"2376",NA,"Cabo Verde","16.5388","-23.0418","2020-01-26","0"
"2377",NA,"Cabo Verde","16.5388","-23.0418","2020-01-25","0"
"2378",NA,"Cabo Verde","16.5388","-23.0418","2020-01-24","0"
"2379",NA,"Cabo Verde","16.5388","-23.0418","2020-01-23","0"
"2380",NA,"Cabo Verde","16.5388","-23.0418","2020-01-22","0"
"2381",NA,"Cambodia","11.55","104.9167","2020-03-29","103"
"2382",NA,"Cambodia","11.55","104.9167","2020-03-28","99"
"2383",NA,"Cambodia","11.55","104.9167","2020-03-27","99"
"2384",NA,"Cambodia","11.55","104.9167","2020-03-26","96"
"2385",NA,"Cambodia","11.55","104.9167","2020-03-25","96"
"2386",NA,"Cambodia","11.55","104.9167","2020-03-24","91"
"2387",NA,"Cambodia","11.55","104.9167","2020-03-23","87"
"2388",NA,"Cambodia","11.55","104.9167","2020-03-22","84"
"2389",NA,"Cambodia","11.55","104.9167","2020-03-21","53"
"2390",NA,"Cambodia","11.55","104.9167","2020-03-20","51"
"2391",NA,"Cambodia","11.55","104.9167","2020-03-19","37"
"2392",NA,"Cambodia","11.55","104.9167","2020-03-18","35"
"2393",NA,"Cambodia","11.55","104.9167","2020-03-17","33"
"2394",NA,"Cambodia","11.55","104.9167","2020-03-16","7"
"2395",NA,"Cambodia","11.55","104.9167","2020-03-15","7"
"2396",NA,"Cambodia","11.55","104.9167","2020-03-14","7"
"2397",NA,"Cambodia","11.55","104.9167","2020-03-13","5"
"2398",NA,"Cambodia","11.55","104.9167","2020-03-12","3"
"2399",NA,"Cambodia","11.55","104.9167","2020-03-11","3"
"2400",NA,"Cambodia","11.55","104.9167","2020-03-10","2"
"2401",NA,"Cambodia","11.55","104.9167","2020-03-09","2"
"2402",NA,"Cambodia","11.55","104.9167","2020-03-08","2"
"2403",NA,"Cambodia","11.55","104.9167","2020-03-07","1"
"2404",NA,"Cambodia","11.55","104.9167","2020-03-06","1"
"2405",NA,"Cambodia","11.55","104.9167","2020-03-05","1"
"2406",NA,"Cambodia","11.55","104.9167","2020-03-04","1"
"2407",NA,"Cambodia","11.55","104.9167","2020-03-03","1"
"2408",NA,"Cambodia","11.55","104.9167","2020-03-02","1"
"2409",NA,"Cambodia","11.55","104.9167","2020-03-01","1"
"2410",NA,"Cambodia","11.55","104.9167","2020-02-29","1"
"2411",NA,"Cambodia","11.55","104.9167","2020-02-28","1"
"2412",NA,"Cambodia","11.55","104.9167","2020-02-27","1"
"2413",NA,"Cambodia","11.55","104.9167","2020-02-26","1"
"2414",NA,"Cambodia","11.55","104.9167","2020-02-25","1"
"2415",NA,"Cambodia","11.55","104.9167","2020-02-24","1"
"2416",NA,"Cambodia","11.55","104.9167","2020-02-23","1"
"2417",NA,"Cambodia","11.55","104.9167","2020-02-22","1"
"2418",NA,"Cambodia","11.55","104.9167","2020-02-21","1"
"2419",NA,"Cambodia","11.55","104.9167","2020-02-20","1"
"2420",NA,"Cambodia","11.55","104.9167","2020-02-19","1"
"2421",NA,"Cambodia","11.55","104.9167","2020-02-18","1"
"2422",NA,"Cambodia","11.55","104.9167","2020-02-17","1"
"2423",NA,"Cambodia","11.55","104.9167","2020-02-16","1"
"2424",NA,"Cambodia","11.55","104.9167","2020-02-15","1"
"2425",NA,"Cambodia","11.55","104.9167","2020-02-14","1"
"2426",NA,"Cambodia","11.55","104.9167","2020-02-13","1"
"2427",NA,"Cambodia","11.55","104.9167","2020-02-12","1"
"2428",NA,"Cambodia","11.55","104.9167","2020-02-11","1"
"2429",NA,"Cambodia","11.55","104.9167","2020-02-10","1"
"2430",NA,"Cambodia","11.55","104.9167","2020-02-09","1"
"2431",NA,"Cambodia","11.55","104.9167","2020-02-08","1"
"2432",NA,"Cambodia","11.55","104.9167","2020-02-07","1"
"2433",NA,"Cambodia","11.55","104.9167","2020-02-06","1"
"2434",NA,"Cambodia","11.55","104.9167","2020-02-05","1"
"2435",NA,"Cambodia","11.55","104.9167","2020-02-04","1"
"2436",NA,"Cambodia","11.55","104.9167","2020-02-03","1"
"2437",NA,"Cambodia","11.55","104.9167","2020-02-02","1"
"2438",NA,"Cambodia","11.55","104.9167","2020-02-01","1"
"2439",NA,"Cambodia","11.55","104.9167","2020-01-31","1"
"2440",NA,"Cambodia","11.55","104.9167","2020-01-30","1"
"2441",NA,"Cambodia","11.55","104.9167","2020-01-29","1"
"2442",NA,"Cambodia","11.55","104.9167","2020-01-28","1"
"2443",NA,"Cambodia","11.55","104.9167","2020-01-27","1"
"2444",NA,"Cambodia","11.55","104.9167","2020-01-26","0"
"2445",NA,"Cambodia","11.55","104.9167","2020-01-25","0"
"2446",NA,"Cambodia","11.55","104.9167","2020-01-24","0"
"2447",NA,"Cambodia","11.55","104.9167","2020-01-23","0"
"2448",NA,"Cambodia","11.55","104.9167","2020-01-22","0"
"2449",NA,"Cameroon","3.848","11.5021","2020-03-29","139"
"2450",NA,"Cameroon","3.848","11.5021","2020-03-28","91"
"2451",NA,"Cameroon","3.848","11.5021","2020-03-27","91"
"2452",NA,"Cameroon","3.848","11.5021","2020-03-26","75"
"2453",NA,"Cameroon","3.848","11.5021","2020-03-25","75"
"2454",NA,"Cameroon","3.848","11.5021","2020-03-24","66"
"2455",NA,"Cameroon","3.848","11.5021","2020-03-23","56"
"2456",NA,"Cameroon","3.848","11.5021","2020-03-22","40"
"2457",NA,"Cameroon","3.848","11.5021","2020-03-21","27"
"2458",NA,"Cameroon","3.848","11.5021","2020-03-20","20"
"2459",NA,"Cameroon","3.848","11.5021","2020-03-19","13"
"2460",NA,"Cameroon","3.848","11.5021","2020-03-18","10"
"2461",NA,"Cameroon","3.848","11.5021","2020-03-17","10"
"2462",NA,"Cameroon","3.848","11.5021","2020-03-16","4"
"2463",NA,"Cameroon","3.848","11.5021","2020-03-15","2"
"2464",NA,"Cameroon","3.848","11.5021","2020-03-14","2"
"2465",NA,"Cameroon","3.848","11.5021","2020-03-13","2"
"2466",NA,"Cameroon","3.848","11.5021","2020-03-12","2"
"2467",NA,"Cameroon","3.848","11.5021","2020-03-11","2"
"2468",NA,"Cameroon","3.848","11.5021","2020-03-10","2"
"2469",NA,"Cameroon","3.848","11.5021","2020-03-09","2"
"2470",NA,"Cameroon","3.848","11.5021","2020-03-08","2"
"2471",NA,"Cameroon","3.848","11.5021","2020-03-07","1"
"2472",NA,"Cameroon","3.848","11.5021","2020-03-06","1"
"2473",NA,"Cameroon","3.848","11.5021","2020-03-05","0"
"2474",NA,"Cameroon","3.848","11.5021","2020-03-04","0"
"2475",NA,"Cameroon","3.848","11.5021","2020-03-03","0"
"2476",NA,"Cameroon","3.848","11.5021","2020-03-02","0"
"2477",NA,"Cameroon","3.848","11.5021","2020-03-01","0"
"2478",NA,"Cameroon","3.848","11.5021","2020-02-29","0"
"2479",NA,"Cameroon","3.848","11.5021","2020-02-28","0"
"2480",NA,"Cameroon","3.848","11.5021","2020-02-27","0"
"2481",NA,"Cameroon","3.848","11.5021","2020-02-26","0"
"2482",NA,"Cameroon","3.848","11.5021","2020-02-25","0"
"2483",NA,"Cameroon","3.848","11.5021","2020-02-24","0"
"2484",NA,"Cameroon","3.848","11.5021","2020-02-23","0"
"2485",NA,"Cameroon","3.848","11.5021","2020-02-22","0"
"2486",NA,"Cameroon","3.848","11.5021","2020-02-21","0"
"2487",NA,"Cameroon","3.848","11.5021","2020-02-20","0"
"2488",NA,"Cameroon","3.848","11.5021","2020-02-19","0"
"2489",NA,"Cameroon","3.848","11.5021","2020-02-18","0"
"2490",NA,"Cameroon","3.848","11.5021","2020-02-17","0"
"2491",NA,"Cameroon","3.848","11.5021","2020-02-16","0"
"2492",NA,"Cameroon","3.848","11.5021","2020-02-15","0"
"2493",NA,"Cameroon","3.848","11.5021","2020-02-14","0"
"2494",NA,"Cameroon","3.848","11.5021","2020-02-13","0"
"2495",NA,"Cameroon","3.848","11.5021","2020-02-12","0"
"2496",NA,"Cameroon","3.848","11.5021","2020-02-11","0"
"2497",NA,"Cameroon","3.848","11.5021","2020-02-10","0"
"2498",NA,"Cameroon","3.848","11.5021","2020-02-09","0"
"2499",NA,"Cameroon","3.848","11.5021","2020-02-08","0"
"2500",NA,"Cameroon","3.848","11.5021","2020-02-07","0"
"2501",NA,"Cameroon","3.848","11.5021","2020-02-06","0"
"2502",NA,"Cameroon","3.848","11.5021","2020-02-05","0"
"2503",NA,"Cameroon","3.848","11.5021","2020-02-04","0"
"2504",NA,"Cameroon","3.848","11.5021","2020-02-03","0"
"2505",NA,"Cameroon","3.848","11.5021","2020-02-02","0"
"2506",NA,"Cameroon","3.848","11.5021","2020-02-01","0"
"2507",NA,"Cameroon","3.848","11.5021","2020-01-31","0"
"2508",NA,"Cameroon","3.848","11.5021","2020-01-30","0"
"2509",NA,"Cameroon","3.848","11.5021","2020-01-29","0"
"2510",NA,"Cameroon","3.848","11.5021","2020-01-28","0"
"2511",NA,"Cameroon","3.848","11.5021","2020-01-27","0"
"2512",NA,"Cameroon","3.848","11.5021","2020-01-26","0"
"2513",NA,"Cameroon","3.848","11.5021","2020-01-25","0"
"2514",NA,"Cameroon","3.848","11.5021","2020-01-24","0"
"2515",NA,"Cameroon","3.848","11.5021","2020-01-23","0"
"2516",NA,"Cameroon","3.848","11.5021","2020-01-22","0"
"2517","Alberta","Canada","53.9333","-116.5765","2020-03-29","621"
"2518","Alberta","Canada","53.9333","-116.5765","2020-03-28","542"
"2519","Alberta","Canada","53.9333","-116.5765","2020-03-27","542"
"2520","Alberta","Canada","53.9333","-116.5765","2020-03-26","486"
"2521","Alberta","Canada","53.9333","-116.5765","2020-03-25","358"
"2522","Alberta","Canada","53.9333","-116.5765","2020-03-24","359"
"2523","Alberta","Canada","53.9333","-116.5765","2020-03-23","301"
"2524","Alberta","Canada","53.9333","-116.5765","2020-03-22","259"
"2525","Alberta","Canada","53.9333","-116.5765","2020-03-21","195"
"2526","Alberta","Canada","53.9333","-116.5765","2020-03-20","146"
"2527","Alberta","Canada","53.9333","-116.5765","2020-03-19","119"
"2528","Alberta","Canada","53.9333","-116.5765","2020-03-18","97"
"2529","Alberta","Canada","53.9333","-116.5765","2020-03-17","74"
"2530","Alberta","Canada","53.9333","-116.5765","2020-03-16","56"
"2531","Alberta","Canada","53.9333","-116.5765","2020-03-15","39"
"2532","Alberta","Canada","53.9333","-116.5765","2020-03-14","29"
"2533","Alberta","Canada","53.9333","-116.5765","2020-03-13","29"
"2534","Alberta","Canada","53.9333","-116.5765","2020-03-12","19"
"2535","Alberta","Canada","53.9333","-116.5765","2020-03-11","19"
"2536","Alberta","Canada","53.9333","-116.5765","2020-03-10","7"
"2537","Alberta","Canada","53.9333","-116.5765","2020-03-09","7"
"2538","Alberta","Canada","53.9333","-116.5765","2020-03-08","4"
"2539","Alberta","Canada","53.9333","-116.5765","2020-03-07","2"
"2540","Alberta","Canada","53.9333","-116.5765","2020-03-06","1"
"2541","Alberta","Canada","53.9333","-116.5765","2020-03-05","0"
"2542","Alberta","Canada","53.9333","-116.5765","2020-03-04","0"
"2543","Alberta","Canada","53.9333","-116.5765","2020-03-03","0"
"2544","Alberta","Canada","53.9333","-116.5765","2020-03-02","0"
"2545","Alberta","Canada","53.9333","-116.5765","2020-03-01","0"
"2546","Alberta","Canada","53.9333","-116.5765","2020-02-29","0"
"2547","Alberta","Canada","53.9333","-116.5765","2020-02-28","0"
"2548","Alberta","Canada","53.9333","-116.5765","2020-02-27","0"
"2549","Alberta","Canada","53.9333","-116.5765","2020-02-26","0"
"2550","Alberta","Canada","53.9333","-116.5765","2020-02-25","0"
"2551","Alberta","Canada","53.9333","-116.5765","2020-02-24","0"
"2552","Alberta","Canada","53.9333","-116.5765","2020-02-23","0"
"2553","Alberta","Canada","53.9333","-116.5765","2020-02-22","0"
"2554","Alberta","Canada","53.9333","-116.5765","2020-02-21","0"
"2555","Alberta","Canada","53.9333","-116.5765","2020-02-20","0"
"2556","Alberta","Canada","53.9333","-116.5765","2020-02-19","0"
"2557","Alberta","Canada","53.9333","-116.5765","2020-02-18","0"
"2558","Alberta","Canada","53.9333","-116.5765","2020-02-17","0"
"2559","Alberta","Canada","53.9333","-116.5765","2020-02-16","0"
"2560","Alberta","Canada","53.9333","-116.5765","2020-02-15","0"
"2561","Alberta","Canada","53.9333","-116.5765","2020-02-14","0"
"2562","Alberta","Canada","53.9333","-116.5765","2020-02-13","0"
"2563","Alberta","Canada","53.9333","-116.5765","2020-02-12","0"
"2564","Alberta","Canada","53.9333","-116.5765","2020-02-11","0"
"2565","Alberta","Canada","53.9333","-116.5765","2020-02-10","0"
"2566","Alberta","Canada","53.9333","-116.5765","2020-02-09","0"
"2567","Alberta","Canada","53.9333","-116.5765","2020-02-08","0"
"2568","Alberta","Canada","53.9333","-116.5765","2020-02-07","0"
"2569","Alberta","Canada","53.9333","-116.5765","2020-02-06","0"
"2570","Alberta","Canada","53.9333","-116.5765","2020-02-05","0"
"2571","Alberta","Canada","53.9333","-116.5765","2020-02-04","0"
"2572","Alberta","Canada","53.9333","-116.5765","2020-02-03","0"
"2573","Alberta","Canada","53.9333","-116.5765","2020-02-02","0"
"2574","Alberta","Canada","53.9333","-116.5765","2020-02-01","0"
"2575","Alberta","Canada","53.9333","-116.5765","2020-01-31","0"
"2576","Alberta","Canada","53.9333","-116.5765","2020-01-30","0"
"2577","Alberta","Canada","53.9333","-116.5765","2020-01-29","0"
"2578","Alberta","Canada","53.9333","-116.5765","2020-01-28","0"
"2579","Alberta","Canada","53.9333","-116.5765","2020-01-27","0"
"2580","Alberta","Canada","53.9333","-116.5765","2020-01-26","0"
"2581","Alberta","Canada","53.9333","-116.5765","2020-01-25","0"
"2582","Alberta","Canada","53.9333","-116.5765","2020-01-24","0"
"2583","Alberta","Canada","53.9333","-116.5765","2020-01-23","0"
"2584","Alberta","Canada","53.9333","-116.5765","2020-01-22","0"
"2585","British Columbia","Canada","49.2827","-123.1207","2020-03-29","884"
"2586","British Columbia","Canada","49.2827","-123.1207","2020-03-28","884"
"2587","British Columbia","Canada","49.2827","-123.1207","2020-03-27","725"
"2588","British Columbia","Canada","49.2827","-123.1207","2020-03-26","725"
"2589","British Columbia","Canada","49.2827","-123.1207","2020-03-25","617"
"2590","British Columbia","Canada","49.2827","-123.1207","2020-03-24","617"
"2591","British Columbia","Canada","49.2827","-123.1207","2020-03-23","472"
"2592","British Columbia","Canada","49.2827","-123.1207","2020-03-22","424"
"2593","British Columbia","Canada","49.2827","-123.1207","2020-03-21","424"
"2594","British Columbia","Canada","49.2827","-123.1207","2020-03-20","271"
"2595","British Columbia","Canada","49.2827","-123.1207","2020-03-19","231"
"2596","British Columbia","Canada","49.2827","-123.1207","2020-03-18","186"
"2597","British Columbia","Canada","49.2827","-123.1207","2020-03-17","103"
"2598","British Columbia","Canada","49.2827","-123.1207","2020-03-16","103"
"2599","British Columbia","Canada","49.2827","-123.1207","2020-03-15","73"
"2600","British Columbia","Canada","49.2827","-123.1207","2020-03-14","64"
"2601","British Columbia","Canada","49.2827","-123.1207","2020-03-13","64"
"2602","British Columbia","Canada","49.2827","-123.1207","2020-03-12","46"
"2603","British Columbia","Canada","49.2827","-123.1207","2020-03-11","39"
"2604","British Columbia","Canada","49.2827","-123.1207","2020-03-10","32"
"2605","British Columbia","Canada","49.2827","-123.1207","2020-03-09","32"
"2606","British Columbia","Canada","49.2827","-123.1207","2020-03-08","27"
"2607","British Columbia","Canada","49.2827","-123.1207","2020-03-07","21"
"2608","British Columbia","Canada","49.2827","-123.1207","2020-03-06","21"
"2609","British Columbia","Canada","49.2827","-123.1207","2020-03-05","13"
"2610","British Columbia","Canada","49.2827","-123.1207","2020-03-04","12"
"2611","British Columbia","Canada","49.2827","-123.1207","2020-03-03","9"
"2612","British Columbia","Canada","49.2827","-123.1207","2020-03-02","8"
"2613","British Columbia","Canada","49.2827","-123.1207","2020-03-01","8"
"2614","British Columbia","Canada","49.2827","-123.1207","2020-02-29","8"
"2615","British Columbia","Canada","49.2827","-123.1207","2020-02-28","7"
"2616","British Columbia","Canada","49.2827","-123.1207","2020-02-27","7"
"2617","British Columbia","Canada","49.2827","-123.1207","2020-02-26","7"
"2618","British Columbia","Canada","49.2827","-123.1207","2020-02-25","7"
"2619","British Columbia","Canada","49.2827","-123.1207","2020-02-24","6"
"2620","British Columbia","Canada","49.2827","-123.1207","2020-02-23","6"
"2621","British Columbia","Canada","49.2827","-123.1207","2020-02-22","6"
"2622","British Columbia","Canada","49.2827","-123.1207","2020-02-21","6"
"2623","British Columbia","Canada","49.2827","-123.1207","2020-02-20","5"
"2624","British Columbia","Canada","49.2827","-123.1207","2020-02-19","5"
"2625","British Columbia","Canada","49.2827","-123.1207","2020-02-18","5"
"2626","British Columbia","Canada","49.2827","-123.1207","2020-02-17","5"
"2627","British Columbia","Canada","49.2827","-123.1207","2020-02-16","4"
"2628","British Columbia","Canada","49.2827","-123.1207","2020-02-15","4"
"2629","British Columbia","Canada","49.2827","-123.1207","2020-02-14","4"
"2630","British Columbia","Canada","49.2827","-123.1207","2020-02-13","4"
"2631","British Columbia","Canada","49.2827","-123.1207","2020-02-12","4"
"2632","British Columbia","Canada","49.2827","-123.1207","2020-02-11","4"
"2633","British Columbia","Canada","49.2827","-123.1207","2020-02-10","4"
"2634","British Columbia","Canada","49.2827","-123.1207","2020-02-09","4"
"2635","British Columbia","Canada","49.2827","-123.1207","2020-02-08","4"
"2636","British Columbia","Canada","49.2827","-123.1207","2020-02-07","4"
"2637","British Columbia","Canada","49.2827","-123.1207","2020-02-06","2"
"2638","British Columbia","Canada","49.2827","-123.1207","2020-02-05","2"
"2639","British Columbia","Canada","49.2827","-123.1207","2020-02-04","1"
"2640","British Columbia","Canada","49.2827","-123.1207","2020-02-03","1"
"2641","British Columbia","Canada","49.2827","-123.1207","2020-02-02","1"
"2642","British Columbia","Canada","49.2827","-123.1207","2020-02-01","1"
"2643","British Columbia","Canada","49.2827","-123.1207","2020-01-31","1"
"2644","British Columbia","Canada","49.2827","-123.1207","2020-01-30","1"
"2645","British Columbia","Canada","49.2827","-123.1207","2020-01-29","1"
"2646","British Columbia","Canada","49.2827","-123.1207","2020-01-28","1"
"2647","British Columbia","Canada","49.2827","-123.1207","2020-01-27","0"
"2648","British Columbia","Canada","49.2827","-123.1207","2020-01-26","0"
"2649","British Columbia","Canada","49.2827","-123.1207","2020-01-25","0"
"2650","British Columbia","Canada","49.2827","-123.1207","2020-01-24","0"
"2651","British Columbia","Canada","49.2827","-123.1207","2020-01-23","0"
"2652","British Columbia","Canada","49.2827","-123.1207","2020-01-22","0"
"2653","Diamond Princess","Canada","0.0","0.0","2020-03-29","0"
"2654","Diamond Princess","Canada","0.0","0.0","2020-03-28","0"
"2655","Diamond Princess","Canada","0.0","0.0","2020-03-27","0"
"2656","Diamond Princess","Canada","0.0","0.0","2020-03-26","0"
"2657","Diamond Princess","Canada","0.0","0.0","2020-03-25","0"
"2658","Diamond Princess","Canada","0.0","0.0","2020-03-24","0"
"2659","Diamond Princess","Canada","0.0","0.0","2020-03-23","0"
"2660","Diamond Princess","Canada","0.0","0.0","2020-03-22","0"
"2661","Diamond Princess","Canada","0.0","0.0","2020-03-21","0"
"2662","Diamond Princess","Canada","0.0","0.0","2020-03-20","0"
"2663","Diamond Princess","Canada","0.0","0.0","2020-03-19","0"
"2664","Diamond Princess","Canada","0.0","0.0","2020-03-18","0"
"2665","Diamond Princess","Canada","0.0","0.0","2020-03-17","0"
"2666","Diamond Princess","Canada","0.0","0.0","2020-03-16","0"
"2667","Diamond Princess","Canada","0.0","0.0","2020-03-15","0"
"2668","Diamond Princess","Canada","0.0","0.0","2020-03-14","0"
"2669","Diamond Princess","Canada","0.0","0.0","2020-03-13","0"
"2670","Diamond Princess","Canada","0.0","0.0","2020-03-12","0"
"2671","Diamond Princess","Canada","0.0","0.0","2020-03-11","0"
"2672","Diamond Princess","Canada","0.0","0.0","2020-03-10","0"
"2673","Diamond Princess","Canada","0.0","0.0","2020-03-09","0"
"2674","Diamond Princess","Canada","0.0","0.0","2020-03-08","0"
"2675","Diamond Princess","Canada","0.0","0.0","2020-03-07","0"
"2676","Diamond Princess","Canada","0.0","0.0","2020-03-06","0"
"2677","Diamond Princess","Canada","0.0","0.0","2020-03-05","0"
"2678","Diamond Princess","Canada","0.0","0.0","2020-03-04","0"
"2679","Diamond Princess","Canada","0.0","0.0","2020-03-03","0"
"2680","Diamond Princess","Canada","0.0","0.0","2020-03-02","0"
"2681","Diamond Princess","Canada","0.0","0.0","2020-03-01","0"
"2682","Diamond Princess","Canada","0.0","0.0","2020-02-29","0"
"2683","Diamond Princess","Canada","0.0","0.0","2020-02-28","0"
"2684","Diamond Princess","Canada","0.0","0.0","2020-02-27","0"
"2685","Diamond Princess","Canada","0.0","0.0","2020-02-26","0"
"2686","Diamond Princess","Canada","0.0","0.0","2020-02-25","0"
"2687","Diamond Princess","Canada","0.0","0.0","2020-02-24","0"
"2688","Diamond Princess","Canada","0.0","0.0","2020-02-23","0"
"2689","Diamond Princess","Canada","0.0","0.0","2020-02-22","0"
"2690","Diamond Princess","Canada","0.0","0.0","2020-02-21","0"
"2691","Diamond Princess","Canada","0.0","0.0","2020-02-20","0"
"2692","Diamond Princess","Canada","0.0","0.0","2020-02-19","0"
"2693","Diamond Princess","Canada","0.0","0.0","2020-02-18","0"
"2694","Diamond Princess","Canada","0.0","0.0","2020-02-17","0"
"2695","Diamond Princess","Canada","0.0","0.0","2020-02-16","0"
"2696","Diamond Princess","Canada","0.0","0.0","2020-02-15","0"
"2697","Diamond Princess","Canada","0.0","0.0","2020-02-14","0"
"2698","Diamond Princess","Canada","0.0","0.0","2020-02-13","0"
"2699","Diamond Princess","Canada","0.0","0.0","2020-02-12","0"
"2700","Diamond Princess","Canada","0.0","0.0","2020-02-11","0"
"2701","Diamond Princess","Canada","0.0","0.0","2020-02-10","0"
"2702","Diamond Princess","Canada","0.0","0.0","2020-02-09","0"
"2703","Diamond Princess","Canada","0.0","0.0","2020-02-08","0"
"2704","Diamond Princess","Canada","0.0","0.0","2020-02-07","0"
"2705","Diamond Princess","Canada","0.0","0.0","2020-02-06","0"
"2706","Diamond Princess","Canada","0.0","0.0","2020-02-05","0"
"2707","Diamond Princess","Canada","0.0","0.0","2020-02-04","0"
"2708","Diamond Princess","Canada","0.0","0.0","2020-02-03","0"
"2709","Diamond Princess","Canada","0.0","0.0","2020-02-02","0"
"2710","Diamond Princess","Canada","0.0","0.0","2020-02-01","0"
"2711","Diamond Princess","Canada","0.0","0.0","2020-01-31","0"
"2712","Diamond Princess","Canada","0.0","0.0","2020-01-30","0"
"2713","Diamond Princess","Canada","0.0","0.0","2020-01-29","0"
"2714","Diamond Princess","Canada","0.0","0.0","2020-01-28","0"
"2715","Diamond Princess","Canada","0.0","0.0","2020-01-27","0"
"2716","Diamond Princess","Canada","0.0","0.0","2020-01-26","0"
"2717","Diamond Princess","Canada","0.0","0.0","2020-01-25","0"
"2718","Diamond Princess","Canada","0.0","0.0","2020-01-24","0"
"2719","Diamond Princess","Canada","0.0","0.0","2020-01-23","0"
"2720","Diamond Princess","Canada","0.0","0.0","2020-01-22","0"
"2721","Grand Princess","Canada","37.6489","-122.6655","2020-03-29","13"
"2722","Grand Princess","Canada","37.6489","-122.6655","2020-03-28","13"
"2723","Grand Princess","Canada","37.6489","-122.6655","2020-03-27","13"
"2724","Grand Princess","Canada","37.6489","-122.6655","2020-03-26","13"
"2725","Grand Princess","Canada","37.6489","-122.6655","2020-03-25","13"
"2726","Grand Princess","Canada","37.6489","-122.6655","2020-03-24","13"
"2727","Grand Princess","Canada","37.6489","-122.6655","2020-03-23","13"
"2728","Grand Princess","Canada","37.6489","-122.6655","2020-03-22","13"
"2729","Grand Princess","Canada","37.6489","-122.6655","2020-03-21","10"
"2730","Grand Princess","Canada","37.6489","-122.6655","2020-03-20","10"
"2731","Grand Princess","Canada","37.6489","-122.6655","2020-03-19","9"
"2732","Grand Princess","Canada","37.6489","-122.6655","2020-03-18","9"
"2733","Grand Princess","Canada","37.6489","-122.6655","2020-03-17","8"
"2734","Grand Princess","Canada","37.6489","-122.6655","2020-03-16","2"
"2735","Grand Princess","Canada","37.6489","-122.6655","2020-03-15","2"
"2736","Grand Princess","Canada","37.6489","-122.6655","2020-03-14","2"
"2737","Grand Princess","Canada","37.6489","-122.6655","2020-03-13","2"
"2738","Grand Princess","Canada","37.6489","-122.6655","2020-03-12","0"
"2739","Grand Princess","Canada","37.6489","-122.6655","2020-03-11","0"
"2740","Grand Princess","Canada","37.6489","-122.6655","2020-03-10","0"
"2741","Grand Princess","Canada","37.6489","-122.6655","2020-03-09","0"
"2742","Grand Princess","Canada","37.6489","-122.6655","2020-03-08","0"
"2743","Grand Princess","Canada","37.6489","-122.6655","2020-03-07","0"
"2744","Grand Princess","Canada","37.6489","-122.6655","2020-03-06","0"
"2745","Grand Princess","Canada","37.6489","-122.6655","2020-03-05","0"
"2746","Grand Princess","Canada","37.6489","-122.6655","2020-03-04","0"
"2747","Grand Princess","Canada","37.6489","-122.6655","2020-03-03","0"
"2748","Grand Princess","Canada","37.6489","-122.6655","2020-03-02","0"
"2749","Grand Princess","Canada","37.6489","-122.6655","2020-03-01","0"
"2750","Grand Princess","Canada","37.6489","-122.6655","2020-02-29","0"
"2751","Grand Princess","Canada","37.6489","-122.6655","2020-02-28","0"
"2752","Grand Princess","Canada","37.6489","-122.6655","2020-02-27","0"
"2753","Grand Princess","Canada","37.6489","-122.6655","2020-02-26","0"
"2754","Grand Princess","Canada","37.6489","-122.6655","2020-02-25","0"
"2755","Grand Princess","Canada","37.6489","-122.6655","2020-02-24","0"
"2756","Grand Princess","Canada","37.6489","-122.6655","2020-02-23","0"
"2757","Grand Princess","Canada","37.6489","-122.6655","2020-02-22","0"
"2758","Grand Princess","Canada","37.6489","-122.6655","2020-02-21","0"
"2759","Grand Princess","Canada","37.6489","-122.6655","2020-02-20","0"
"2760","Grand Princess","Canada","37.6489","-122.6655","2020-02-19","0"
"2761","Grand Princess","Canada","37.6489","-122.6655","2020-02-18","0"
"2762","Grand Princess","Canada","37.6489","-122.6655","2020-02-17","0"
"2763","Grand Princess","Canada","37.6489","-122.6655","2020-02-16","0"
"2764","Grand Princess","Canada","37.6489","-122.6655","2020-02-15","0"
"2765","Grand Princess","Canada","37.6489","-122.6655","2020-02-14","0"
"2766","Grand Princess","Canada","37.6489","-122.6655","2020-02-13","0"
"2767","Grand Princess","Canada","37.6489","-122.6655","2020-02-12","0"
"2768","Grand Princess","Canada","37.6489","-122.6655","2020-02-11","0"
"2769","Grand Princess","Canada","37.6489","-122.6655","2020-02-10","0"
